Geo Code,City,State,FY 2016 PPRN
489445,Terry County,TX,"$23,550"
489447,Throckmorton County,TX,"$13,977"
489449,Titus County,TX,"$86,541"
489451,Tom Green County,TX,"$23,646"
489453,Travis County,TX,"$287,081"
489455,Trinity County,TX,"$32,640"
489457,Tyler County,TX,"$44,337"
489459,Upshur County,TX,"$79,213"
489461,Upton County,TX,"$7,785"
489463,Uvalde County,TX,"$86,687"
489465,Val Verde County,TX,"$121,099"
489467,Van Zandt County,TX,"$103,134"
489469,Victoria County,TX,"$44,091"
489471,Walker County,TX,"$112,431"
489473,Waller County,TX,"$91,142"
489475,Ward County,TX,"$25,207"
489477,Washington County,TX,"$112,132"
489479,Webb County,TX,"$72,903"
489481,Wharton County,TX,"$110,965"
489483,Wheeler County,TX,"$23,289"
489485,Wichita County,TX,"$68,330"
489487,Wilbarger County,TX,"$55,161"
489489,Willacy County,TX,"$72,381"
489491,Williamson County,TX,"$323,780"
489493,Wilson County,TX,"$74,295"
489495,Winkler County,TX,"$12,902"
489497,Wise County,TX,"$90,588"
489499,Wood County,TX,"$86,728"
489501,Yoakum County,TX,"$16,585"
489503,Young County,TX,"$54,566"
489505,Zapata County,TX,"$58,264"
489507,Zavala County,TX,"$39,059"
490174,Clearfield,UT,"$56,917"
490624,Layton,UT,"$89,180"
490642,Lehi City,UT,"$58,758"
490672,Logan,UT,"$126,213"
490888,Ogden,UT,"$255,902"
490918,Orem,UT,"$162,304"
491014,Provo,UT,"$928,259"
491074,St George,UT,"$138,872"
491092,Salt Lake City,UT,"$2,336,432"
491098,Sandy City,UT,"$97,959"
491152,South Jordan,UT,"$53,052"
491239,Taylorsville,UT,"$102,763"
491338,West Jordan,UT,"$144,455"
491346,West Valley,UT,"$311,716"
499001,Beaver County,UT,"$24,588"
499003,Box Elder County,UT,"$80,299"
499005,Cache County,UT,"$93,382"
499007,Carbon County,UT,"$55,856"
499009,Daggett County,UT,"$1,553"
499011,Davis County,UT,"$214,139"
499013,Duchesne County,UT,"$31,055"
499015,Emery County,UT,"$22,851"
499017,Garfield County,UT,"$17,352"
499019,Grand County,UT,"$19,223"
499021,Iron County,UT,"$100,279"
499023,Juab County,UT,"$22,854"
499025,Kane County,UT,"$9,738"
499027,Millard County,UT,"$35,545"
499029,Morgan County,UT,"$11,808"
499031,Piute County,UT,"$6,872"
499033,Rich County,UT,"$6,702"
499035,Salt Lake County,UT,"$1,669,364"
499037,San Juan County,UT,"$48,905"
499039,Sanpete County,UT,"$78,893"
499041,Sevier County,UT,"$51,668"
499043,Summit County,UT,"$43,245"
499045,Tooele County,UT,"$71,473"
499047,Uintah County,UT,"$48,421"
499049,Utah County,UT,"$326,447"
499051,Wasatch County,UT,"$32,539"
499053,Washington County,UT,"$116,139"
499055,Wayne County,UT,"$8,515"
499057,Weber County,UT,"$153,455"
500288,Burlington,VT,"$195,383"
509001,Addison County,VT,"$105,912"
509003,Bennington County,VT,"$137,625"
509005,Caledonia County,VT,"$109,268"
509007,Chittenden County,VT,"$231,594"
509009,Essex County,VT,"$24,279"
509011,Franklin County,VT,"$130,760"
509013,Grand Isle County,VT,"$17,833"
509015,Lamoille County,VT,"$76,717"
509017,Orange County,VT,"$92,460"
509019,Orleans County,VT,"$99,968"
509021,Rutland County,VT,"$196,985"
509023,Washington County,VT,"$163,985"
509025,Windham County,VT,"$136,389"
509027,Windsor County,VT,"$167,599"
510024,Alexandria,VA,"$198,224"
510114,Blacksburg,VA,"$113,351"
510186,Bristol,VA,"$60,956"
510264,Charlottesville,VA,"$100,367"
510288,Chesapeake,VA,"$272,179"
510312,Christiansburg,VA,"$31,375"
510384,Colonial Heights,VA,"$20,874"
510450,Danville,VA,"$222,327"
510612,Fredericksburg,VA,"$42,109"
510720,Hampton,VA,"$325,927"
510726,Harrisonburg,VA,"$144,641"
510780,Hopewell,VA,"$48,646"
510960,Lynchburg,VA,"$183,079"
511098,Newport News,VA,"$813,244"
511116,Norfolk,VA,"$2,804,348"
511200,Petersburg,VA,"$163,355"
511236,Portsmouth,VA,"$1,005,888"
511272,Radford,VA,"$37,742"
511308,Richmond,VA,"$3,023,398"
511320,Roanoke,VA,"$1,113,439"
511488,Suffolk,VA,"$120,862"
511590,Virginia Beach,VA,"$1,260,315"
511632,Waynesboro City,VA,"$47,685"
511674,Winchester,VA,"$65,094"
519001,Accomack County,VA,"$92,755"
519003,Albemarle County,VA,"$110,705"
519005,Alleghany County,VA,"$36,603"
519007,Amelia County,VA,"$15,313"
519009,Amherst County,VA,"$42,366"
519011,Appomattox County,VA,"$21,481"
519013,Arlington County,VA,"$821,757"
519015,Augusta County,VA,"$104,771"
519017,Bath County,VA,"$15,153"
519019,Bedford County,VA,"$82,877"
519021,Bland County,VA,"$8,309"
519023,Botetourt County,VA,"$45,289"
519025,Brunswick County,VA,"$35,986"
519027,Buchanan County,VA,"$44,619"
519029,Buckingham County,VA,"$26,983"
519031,Campbell County,VA,"$80,384"
519033,Caroline County,VA,"$37,541"
519035,Carroll County,VA,"$55,414"
519036,Charles City County,VA,"$8,293"
519037,Charlotte County,VA,"$27,062"
519041,Chesterfield County,VA,"$317,231"
519043,Clarke County,VA,"$25,978"
519045,Craig County,VA,"$9,709"
519047,Culpeper County,VA,"$58,496"
519049,Cumberland County,VA,"$21,599"
519051,Dickenson County,VA,"$29,207"
519053,Dinwiddie County,VA,"$34,495"
519057,Essex County,VA,"$17,068"
519059,Fairfax County,VA,"$3,532,690"
519061,Fauquier County,VA,"$76,685"
519063,Floyd County,VA,"$31,994"
519065,Fluvanna County,VA,"$25,714"
519067,Franklin County,VA,"$92,108"
519069,Frederick County,VA,"$100,638"
519071,Giles County,VA,"$30,096"
519073,Gloucester County,VA,"$41,706"
519075,Goochland County,VA,"$17,273"
519077,Grayson County,VA,"$34,319"
519079,Greene County,VA,"$20,150"
519081,Greensville County,VA,"$21,445"
519083,Halifax County,VA,"$73,801"
519085,Hanover County,VA,"$76,423"
519087,Henrico County,VA,"$1,142,177"
519089,Henry County,VA,"$105,065"
519091,Highland County,VA,"$14,321"
519093,Isle Of Wight County,VA,"$40,697"
519095,James City County,VA,"$70,131"
519097,King And Queen County,VA,"$9,353"
519099,King George County,VA,"$24,791"
519101,King William County,VA,"$20,372"
519103,Lancaster County,VA,"$25,305"
519105,Lee County,VA,"$50,645"
519107,Loudoun County,VA,"$289,036"
519109,Louisa County,VA,"$42,679"
519111,Lunenburg County,VA,"$26,490"
519113,Madison County,VA,"$26,125"
519115,Mathews County,VA,"$27,813"
519117,Mecklenburg County,VA,"$62,007"
519119,Middlesex County,VA,"$21,160"
519121,Montgomery County,VA,"$36,147"
519125,Nelson County,VA,"$26,432"
519127,New Kent County,VA,"$16,775"
519131,Northampton County,VA,"$42,051"
519133,Northumberland County,VA,"$21,101"
519135,Nottoway County,VA,"$31,334"
519137,Orange County,VA,"$45,001"
519139,Page County,VA,"$46,591"
519141,Patrick County,VA,"$30,156"
519143,Pittsylvania County,VA,"$108,318"
519145,Powhatan County,VA,"$20,247"
519147,Prince Edward County,VA,"$39,944"
519149,Prince George County,VA,"$29,810"
519153,Prince William County,VA,"$1,539,537"
519155,Pulaski County,VA,"$57,455"
519157,Rappahannock County,VA,"$17,822"
519159,Richmond County,VA,"$15,112"
519161,Roanoke County,VA,"$89,993"
519163,Rockbridge County,VA,"$46,248"
519165,Rockingham County,VA,"$117,336"
519167,Russell County,VA,"$49,254"
519169,Scott County,VA,"$43,187"
519171,Shenandoah County,VA,"$86,930"
519173,Smyth County,VA,"$58,840"
519175,Southampton County,VA,"$31,596"
519177,Spotsylvania County,VA,"$133,450"
519179,Stafford County,VA,"$112,165"
519181,Surry County,VA,"$13,680"
519183,Sussex County,VA,"$17,602"
519185,Tazewell County,VA,"$77,353"
519187,Warren County,VA,"$48,297"
519191,Washington County,VA,"$73,075"
519193,Westmoreland County,VA,"$33,081"
519195,Wise County,VA,"$80,700"
519197,Wythe County,VA,"$61,453"
519199,York County,VA,"$51,467"
519515,Bedford City,VA,"$14,933"
519530,Buena Vista City,VA,"$16,699"
519580,Covington City,VA,"$21,543"
519595,Emporia City,VA,"$16,690"
519620,Franklin City,VA,"$16,997"
519640,Galax City,VA,"$20,137"
519678,Lexington City,VA,"$13,239"
519690,Martinsville City,VA,"$34,250"
519720,Norton City,VA,"$7,782"
519735,Poquoson City,VA,"$9,298"
519775,Salem City,VA,"$33,438"
519790,Staunton City,VA,"$56,478"
519830,Williamsburg City,VA,"$18,379"
530036,Anacortes,WA,"$22,815"
530054,Auburn,WA,"$138,533"
530084,Bellevue,WA,"$163,686"
530090,Bellingham,WA,"$192,202"
530132,Bremerton,WA,"$105,025"
530396,East Wenatchee City,WA,"$28,841"
530480,Everett,WA,"$222,806"
530514,Federal Way,WA,"$164,779"
530720,Kennewick,WA,"$142,697"
530726,Kent City,WA,"$258,827"
530738,Kirkland City,WA,"$65,325"
530795,Lakewood,WA,"$124,825"
530840,Longview,WA,"$77,272"
530906,Marysville,WA,"$92,503"
531020,Mount Vernon,WA,"$80,089"
531134,Olympia,WA,"$90,271"
531188,Pasco,WA,"$177,492"
531296,Redmond,WA,"$66,501"
531302,Renton City,WA,"$166,906"
531314,Richland,WA,"$63,623"
531392,Seattle,WA,"$6,601,188"
531420,Shoreline,WA,"$69,616"
531488,Spokane,WA,"$2,172,963"
531554,Tacoma,WA,"$1,619,705"
531668,Vancouver,WA,"$308,931"
531680,Walla Walla City,WA,"$101,913"
531728,Wenatchee,WA,"$53,453"
531830,Yakima,WA,"$228,553"
539001,Adams County,WA,"$56,339"
539003,Asotin County,WA,"$38,329"
539005,Benton County,WA,"$77,395"
539007,Chelan County,WA,"$86,500"
539009,Clallam County,WA,"$114,444"
539011,Clark County,WA,"$380,948"
539013,Columbia County,WA,"$16,853"
539015,Cowlitz County,WA,"$120,612"
539017,Douglas County,WA,"$62,297"
539019,Ferry County,WA,"$16,388"
539021,Franklin County,WA,"$36,091"
539023,Garfield County,WA,"$12,842"
539025,Grant County,WA,"$218,835"
539027,Grays Harbor County,WA,"$216,808"
539029,Island County,WA,"$88,746"
539031,Jefferson County,WA,"$48,903"
539033,King County,WA,"$2,532,099"
539035,Kitsap County,WA,"$254,803"
539037,Kittitas County,WA,"$100,189"
539039,Klickitat County,WA,"$51,826"
539041,Lewis County,WA,"$175,548"
539043,Lincoln County,WA,"$36,129"
539045,Mason County,WA,"$106,944"
539047,Okanogan County,WA,"$91,190"
539049,Pacific County,WA,"$74,427"
539051,Pend Oreille County,WA,"$35,027"
539053,Pierce County,WA,"$1,814,186"
539055,San Juan County,WA,"$29,291"
539057,Skagit County,WA,"$133,651"
539059,Skamania County,WA,"$17,993"
539061,Snohomish County,WA,"$1,909,737"
539063,Spokane County,WA,"$361,677"
539065,Stevens County,WA,"$80,959"
539067,Thurston County,WA,"$279,672"
539069,Wahkiakum County,WA,"$10,142"
539071,Walla Walla County,WA,"$49,711"
539073,Whatcom County,WA,"$180,866"
539075,Whitman County,WA,"$130,591"
539077,Yakima County,WA,"$413,365"
540090,Beckley City,WV,"$74,092"
540264,Charleston,WV,"$994,090"
540666,Huntington,WV,"$1,114,104"
540846,Martinsburg,WV,"$69,018"
540930,Morgantown,WV,"$99,048"
541038,Parkersburg,WV,"$201,039"
541368,Vienna City,WV,"$23,957"
541392,Weirton,WV,"$100,574"
541446,Wheeling,WV,"$294,448"
549001,Barbour County,WV,"$34,921"
549003,Berkeley County,WV,"$160,481"
549005,Boone County,WV,"$50,853"
549007,Braxton County,WV,"$32,356"
549009,Brooke County,WV,"$43,960"
549011,Cabell County,WV,"$76,424"
549013,Calhoun County,WV,"$17,747"
549015,Clay County,WV,"$21,709"
549017,Doddridge County,WV,"$24,696"
549019,Fayette County,WV,"$112,951"
549021,Gilmer County,WV,"$19,268"
549023,Grant County,WV,"$27,058"
549025,Greenbrier County,WV,"$86,717"
549027,Hampshire County,WV,"$43,916"
549029,Hancock County,WV,"$34,844"
549031,Hardy County,WV,"$24,488"
549033,Harrison County,WV,"$172,068"
549035,Jackson County,WV,"$62,519"
549037,Jefferson County,WV,"$101,406"
549039,Kanawha County,WV,"$208,564"
549041,Lewis County,WV,"$41,055"
549043,Lincoln County,WV,"$62,464"
549045,Logan County,WV,"$83,585"
549047,Mcdowell County,WV,"$87,078"
549049,Marion County,WV,"$148,544"
549051,Marshall County,WV,"$86,889"
549053,Mason County,WV,"$49,608"
549055,Mercer County,WV,"$140,919"
549057,Mineral County,WV,"$52,305"
549059,Mingo County,WV,"$70,050"
549061,Monongalia County,WV,"$122,141"
549063,Monroe County,WV,"$33,599"
549065,Morgan County,WV,"$30,065"
549067,Nicholas County,WV,"$58,751"
549069,Ohio County,WV,"$28,943"
549071,Pendleton County,WV,"$24,169"
549073,Pleasants County,WV,"$14,850"
549075,Pocahontas County,WV,"$24,700"
549077,Preston County,WV,"$68,858"
549079,Putnam County,WV,"$63,147"
549081,Raleigh County,WV,"$94,520"
549083,Randolph County,WV,"$60,406"
549085,Ritchie County,WV,"$31,155"
549087,Roane County,WV,"$36,721"
549089,Summers County,WV,"$38,447"
549091,Taylor County,WV,"$42,851"
549093,Tucker County,WV,"$22,333"
549095,Tyler County,WV,"$27,414"
549097,Upshur County,WV,"$39,774"
549099,Wayne County,WV,"$83,213"
549101,Webster County,WV,"$24,488"
549103,Wetzel County,WV,"$42,238"
549105,Wirt County,WV,"$11,699"
549107,Wood County,WV,"$87,894"
549109,Wyoming County,WV,"$50,783"
550216,Appleton,WI,"$139,787"
550568,Beloit,WI,"$148,760"
551920,Eau Claire,WI,"$139,750"
552264,Fond Du Lac,WI,"$127,892"
552664,Green Bay,WI,"$249,558"
553224,Janesville,WI,"$123,221"
553316,Kenosha,WI,"$249,992"
553428,La Crosse,WI,"$224,278"
553944,Madison,WI,"$1,205,354"
554340,Milwaukee,WI,"$10,734,815"
554588,Neenah,WI,"$49,661"
554960,Oshkosh,WI,"$193,703"
555424,Racine,WI,"$1,257,716"
556000,Sheboygan,WI,"$217,065"
556492,Superior,WI,"$171,200"
556948,Waukesha,WI,"$107,189"
556980,Wausau,WI,"$154,289"
557008,Wauwatosa,WI,"$237,863"
557056,West Allis,WI,"$311,675"
559001,Adams County,WI,"$43,577"
559003,Ashland County,WI,"$57,815"
559005,Barron County,WI,"$110,417"
559007,Bayfield County,WI,"$43,743"
559009,Brown County,WI,"$243,296"
559011,Buffalo County,WI,"$36,068"
559013,Burnett County,WI,"$48,857"
559015,Calumet County,WI,"$62,272"
559017,Chippewa County,WI,"$123,022"
559019,Clark County,WI,"$108,782"
559021,Columbia County,WI,"$123,899"
559023,Crawford County,WI,"$43,886"
559025,Dane County,WI,"$269,622"
559027,Dodge County,WI,"$195,349"
559029,Door County,WI,"$80,856"
559031,Douglas County,WI,"$31,044"
559033,Dunn County,WI,"$113,306"
559035,Eau Claire County,WI,"$65,420"
559037,Florence County,WI,"$13,116"
559039,Fond Du Lac County,WI,"$113,530"
559041,Forest County,WI,"$26,869"
559043,Grant County,WI,"$142,606"
559045,Green County,WI,"$84,990"
559047,Green Lake County,WI,"$46,819"
559049,Iowa County,WI,"$58,610"
559051,Iron County,WI,"$23,861"
559053,Jackson County,WI,"$59,186"
559055,Jefferson County,WI,"$187,937"
559057,Juneau County,WI,"$65,687"
559059,Kenosha County,WI,"$106,114"
559061,Kewaunee County,WI,"$47,620"
559063,La Crosse County,WI,"$109,926"
559065,Lafayette County,WI,"$48,930"
559067,Langlade County,WI,"$74,830"
559069,Lincoln County,WI,"$63,560"
559071,Manitowoc County,WI,"$203,020"
559073,Marathon County,WI,"$156,180"
559075,Marinette County,WI,"$109,508"
559077,Marquette County,WI,"$42,689"
559078,Menominee County,WI,"$20,455"
559079,Milwaukee County,WI,"$368,158"
559081,Monroe County,WI,"$131,576"
559083,Oconto County,WI,"$86,130"
559085,Oneida County,WI,"$71,113"
559087,Outagamie County,WI,"$202,719"
559089,Ozaukee County,WI,"$104,408"
559091,Pepin County,WI,"$18,516"
559093,Pierce County,WI,"$83,492"
559095,Polk County,WI,"$95,727"
559097,Portage County,WI,"$164,974"
559099,Price County,WI,"$44,134"
559101,Racine County,WI,"$175,690"
559103,Richland County,WI,"$48,872"
559105,Rock County,WI,"$110,829"
559107,Rusk County,WI,"$46,101"
559109,St. Croix County,WI,"$146,111"
559111,Sauk County,WI,"$129,724"
559113,Sawyer County,WI,"$59,257"
559115,Shawano County,WI,"$98,945"
559117,Sheboygan County,WI,"$117,613"
559119,Taylor County,WI,"$49,804"
559121,Trempealeau County,WI,"$72,817"
559123,Vernon County,WI,"$93,125"
559125,Vilas County,WI,"$57,059"
559127,Walworth County,WI,"$270,753"
559129,Washburn County,WI,"$41,884"
559131,Washington County,WI,"$172,409"
559133,Waukesha County,WI,"$247,782"
559135,Waupaca County,WI,"$117,578"
559137,Waushara County,WI,"$59,575"
559139,Winnebago County,WI,"$123,935"
559141,Wood County,WI,"$151,902"
560054,Casper,WY,"$72,766"
560060,Cheyenne,WY,"$107,970"
569001,Albany County,WY,"$81,149"
569003,Big Horn County,WY,"$25,066"
569005,Campbell County,WY,"$56,555"
569007,Carbon County,WY,"$32,127"
569009,Converse County,WY,"$18,720"
569011,Crook County,WY,"$9,067"
569013,Fremont County,WY,"$76,594"
569015,Goshen County,WY,"$29,043"
569017,Hot Springs County,WY,"$9,239"
569019,Johnson County,WY,"$17,675"
569021,Laramie County,WY,"$37,881"
569023,Lincoln County,WY,"$26,684"
569025,Natrona County,WY,"$33,966"
569027,Niobrara County,WY,"$9,342"
569029,Park County,WY,"$36,396"
569031,Platte County,WY,"$22,685"
569033,Sheridan County,WY,"$55,665"
569035,Sublette County,WY,"$10,925"
569037,Sweetwater County,WY,"$67,657"
569039,Teton County,WY,"$30,602"
569041,Uinta County,WY,"$31,755"
569043,Washakie County,WY,"$12,110"
569045,Weston County,WY,"$11,998"
600001,American Samoa,AS,"$446,893"
660001,Guam,GU,"$1,319,776"
690001,Northern Marianas,MP,"$422,022"
729001,Adjuntas Municipio,PR,"$103,679"
729003,Aguada Municipio,PR,"$165,670"
729005,Aguadilla Municipio,PR,"$641,785"
729007,Aguas Buenas Municipio,PR,"$126,357"
729009,Aibonito Municipio,PR,"$223,549"
729011,Añasco Municipio,PR,"$125,372"
729013,Arecibo Municipio,PR,"$968,161"
729015,Arroyo Municipio,PR,"$99,598"
729017,Barceloneta Municipio,PR,"$93,221"
729019,Barranquitas Municipio,PR,"$172,057"
729021,Bayamon Municipio,PR,"$1,721,817"
729023,Cabo Rojo Municipio,PR,"$199,979"
729025,Caguas Municipio,PR,"$1,210,122"
729027,Camuy Municipio,PR,"$122,534"
729029,Canovanas Municipio,PR,"$191,698"
729031,Carolina Municipio,PR,"$1,430,112"
729033,Cataño Municipio,PR,"$129,860"
729035,Cayey Municipio,PR,"$171,514"
729037,Ceiba Municipio,PR,"$53,204"
729039,Ciales Municipio,PR,"$88,079"
729041,Cidra Municipio,PR,"$151,859"
729043,Coamo Municipio,PR,"$330,720"
729045,Comerío Municipio,PR,"$100,321"
729047,Corozal Municipio,PR,"$192,731"
729049,Culebra Municipio,PR,"$8,433"
729051,Dorado Municipio,PR,"$149,106"
729053,Fajardo Municipio,PR,"$137,588"
729054,Florida Municipio,PR,"$53,710"
729055,Guánica Municipio,PR,"$135,868"
729057,Guayama Municipio,PR,"$180,917"
729059,Guayanilla Municipio,PR,"$98,275"
729061,Guaynabo Municipio,PR,"$685,964"
729063,Gurabo Municipio,PR,"$141,905"
729065,Hatillo Municipio,PR,"$155,313"
729067,Hormigueros Municipio,PR,"$82,363"
729069,Humacao Municipio,PR,"$601,396"
729071,Isabela Municipio,PR,"$202,952"
729073,Jayuya Municipio,PR,"$79,633"
729075,Juana Diaz Municipio,PR,"$690,621"
729077,Juncos Municipio,PR,"$161,404"
729079,Lajas Municipio,PR,"$129,698"
729081,Lares Municipio,PR,"$139,299"
729083,Las Marías Municipio,PR,"$51,950"
729085,Las Piedras Municipio,PR,"$153,370"
729087,Loíza Municipio,PR,"$127,957"
729089,Luquillo Municipio,PR,"$89,277"
729091,Manati Municipio,PR,"$209,330"
729093,Maricao Municipio,PR,"$44,286"
729095,Maunabo Municipio,PR,"$88,761"
729097,Mayaguez Municipio,PR,"$999,227"
729099,Moca Municipio,PR,"$162,118"
729101,Morovis Municipio,PR,"$147,530"
729103,Naguabo Municipio,PR,"$138,511"
729105,Naranjito Municipio,PR,"$136,661"
729107,Orocovis Municipio,PR,"$102,222"
729109,Patillas Municipio,PR,"$95,780"
729111,Peñuelas Municipio,PR,"$127,754"
729113,Ponce Municipio,PR,"$1,880,166"
729115,Quebradillas Municipio,PR,"$112,056"
729117,Rincón Municipio,PR,"$60,201"
729119,Rio Grande Municipio,PR,"$204,908"
729121,Sabana Grande Municipio,PR,"$109,375"
729123,Salinas Municipio,PR,"$235,350"
729125,San German Municipio,PR,"$138,224"
729127,San Juan Municipio,PR,"$4,553,652"
729129,San Lorenzo Municipio,PR,"$176,171"
729131,San Sebastian Municipio,PR,"$186,002"
729133,Santa Isabel Municipio,PR,"$199,564"
729135,Toa Alta Municipio,PR,"$257,254"
729137,Toa Baja Municipio,PR,"$868,358"
729139,Trujillo Alto Municipio,PR,"$224,753"
729141,Utuado Municipio,PR,"$144,208"
729143,Vega Alta Municipio,PR,"$165,249"
729145,Vega Baja Municipio,PR,"$653,713"
729147,Vieques Municipio,PR,"$41,408"
729149,Villalba Municipio,PR,"$135,369"
729151,Yabucoa Municipio,PR,"$179,548"
729153,Yauco Municipio,PR,"$187,333"
780001,Virgin Islands,VI,"$853,915"
