Geo Code,Jurisdiction,State,FY 2015 PPRN
309007,Broadwater County,MT,"$7,747"
309009,Carbon County,MT,"$29,400"
309011,Carter County,MT,"$3,693"
309013,Cascade County,MT,"$30,873"
309015,Chouteau County,MT,"$13,877"
309017,Custer County,MT,"$23,280"
309019,Daniels County,MT,"$4,576"
309021,Dawson County,MT,"$15,491"
309023,Deer Lodge County,MT,"$29,958"
309025,Fallon County,MT,"$5,050"
309027,Fergus County,MT,"$34,011"
309029,Flathead County,MT,"$134,726"
309031,Gallatin County,MT,"$131,642"
309033,Garfield County,MT,"$3,340"
309035,Glacier County,MT,"$49,310"
309037,Golden Valley County,MT,"$2,834"
309039,Granite County,MT,"$9,821"
309041,Hill County,MT,"$31,737"
309043,Jefferson County,MT,"$11,966"
309045,Judith Basin County,MT,"$5,530"
309047,Lake County,MT,"$74,812"
309049,Lewis And Clark County,MT,"$91,290"
309051,Liberty County,MT,"$5,707"
309053,Lincoln County,MT,"$45,555"
309055,Mccone County,MT,"$3,250"
309057,Madison County,MT,"$16,443"
309059,Meagher County,MT,"$5,060"
309061,Mineral County,MT,"$6,371"
309063,Missoula County,MT,"$55,628"
309065,Musselshell County,MT,"$12,578"
309067,Park County,MT,"$34,590"
309069,Petroleum County,MT,"$1,764"
309071,Phillips County,MT,"$9,165"
309073,Pondera County,MT,"$14,108"
309075,Powder River County,MT,"$2,894"
309077,Powell County,MT,"$13,069"
309079,Prairie County,MT,"$3,333"
309081,Ravalli County,MT,"$71,426"
309083,Richland County,MT,"$15,319"
309085,Roosevelt County,MT,"$27,269"
309087,Rosebud County,MT,"$21,403"
309089,Sanders County,MT,"$25,544"
309091,Sheridan County,MT,"$7,928"
309093,Silver Bow County,MT,"$101,462"
309095,Stillwater County,MT,"$16,678"
309097,Sweet Grass County,MT,"$9,904"
309099,Teton County,MT,"$11,339"
309101,Toole County,MT,"$9,983"
309103,Treasure County,MT,"$2,116"
309105,Valley County,MT,"$12,176"
309107,Wheatland County,MT,"$7,523"
309109,Wibaux County,MT,"$2,310"
309111,Yellowstone County,MT,"$57,711"
310276,Bellevue,NE,"$72,638"
311710,Lincoln,NE,"$1,124,733"
312208,Omaha,NE,"$2,963,178"
319001,Adams County,NE,"$69,580"
319003,Antelope County,NE,"$21,357"
319005,Arthur County,NE,"$1,005"
319007,Banner County,NE,"$2,314"
319009,Blaine County,NE,"$2,529"
319011,Boone County,NE,"$15,663"
319013,Box Butte County,NE,"$34,650"
319015,Boyd County,NE,"$7,207"
319017,Brown County,NE,"$10,207"
319019,Buffalo County,NE,"$101,230"
319021,Burt County,NE,"$20,079"
319023,Butler County,NE,"$20,559"
319025,Cass County,NE,"$45,864"
319027,Cedar County,NE,"$24,273"
319029,Chase County,NE,"$9,176"
319031,Cherry County,NE,"$13,429"
319033,Cheyenne County,NE,"$23,953"
319035,Clay County,NE,"$16,963"
319037,Colfax County,NE,"$37,682"
319039,Cuming County,NE,"$24,366"
319041,Custer County,NE,"$31,477"
319043,Dakota County,NE,"$73,046"
319045,Dawes County,NE,"$36,820"
319047,Dawson County,NE,"$84,613"
319049,Deuel County,NE,"$6,509"
319051,Dixon County,NE,"$17,581"
319053,Dodge County,NE,"$94,328"
319055,Douglas County,NE,"$114,492"
319057,Dundy County,NE,"$5,819"
319059,Fillmore County,NE,"$17,062"
319061,Franklin County,NE,"$13,562"
319063,Frontier County,NE,"$8,972"
319065,Furnas County,NE,"$18,851"
319067,Gage County,NE,"$54,675"
319069,Garden County,NE,"$7,663"
319071,Garfield County,NE,"$6,286"
319073,Gosper County,NE,"$5,444"
319075,Grant County,NE,"$2,370"
319077,Greeley County,NE,"$8,769"
319079,Hall County,NE,"$163,724"
319081,Hamilton County,NE,"$19,956"
319083,Harlan County,NE,"$10,983"
319085,Hayes County,NE,"$3,374"
319087,Hitchcock County,NE,"$10,256"
319089,Holt County,NE,"$23,336"
319091,Hooker County,NE,"$1,744"
319093,Howard County,NE,"$16,559"
319095,Jefferson County,NE,"$25,961"
319097,Johnson County,NE,"$14,607"
319099,Kearney County,NE,"$13,375"
319101,Keith County,NE,"$18,840"
319103,Keya Paha County,NE,"$3,135"
319105,Kimball County,NE,"$9,282"
319107,Knox County,NE,"$25,806"
319109,Lancaster County,NE,"$32,061"
319111,Lincoln County,NE,"$67,116"
319113,Logan County,NE,"$1,969"
319115,Loup County,NE,"$2,155"
319117,Mcpherson County,NE,$842
319119,Madison County,NE,"$88,697"
319121,Merrick County,NE,"$20,775"
319123,Morrill County,NE,"$13,801"
319125,Nance County,NE,"$11,442"
319127,Nemaha County,NE,"$21,081"
319129,Nuckolls County,NE,"$17,700"
319131,Otoe County,NE,"$38,140"
319133,Pawnee County,NE,"$10,206"
319135,Perkins County,NE,"$6,723"
319137,Phelps County,NE,"$22,901"
319139,Pierce County,NE,"$17,362"
319141,Platte County,NE,"$74,543"
319143,Polk County,NE,"$15,291"
319145,Red Willow County,NE,"$28,373"
319147,Richardson County,NE,"$26,810"
319149,Rock County,NE,"$3,927"
319151,Saline County,NE,"$36,049"
319153,Sarpy County,NE,"$131,661"
319155,Saunders County,NE,"$46,172"
319157,Scotts Bluff County,NE,"$110,522"
319159,Seward County,NE,"$29,813"
319161,Sheridan County,NE,"$18,198"
319163,Sherman County,NE,"$12,284"
319165,Sioux County,NE,"$4,330"
319167,Stanton County,NE,"$14,690"
319169,Thayer County,NE,"$16,140"
319171,Thomas County,NE,"$1,993"
319173,Thurston County,NE,"$42,113"
319175,Valley County,NE,"$12,892"
319177,Washington County,NE,"$31,277"
319179,Wayne County,NE,"$25,792"
319181,Webster County,NE,"$14,814"
319183,Wheeler County,NE,"$2,495"
319185,York County,NE,"$31,337"
320036,Carson City,NV,"$90,345"
320096,Henderson,NV,"$297,274"
320108,Las Vegas,NV,"$3,112,784"
320138,North Las Vegas,NV,"$1,178,462"
320150,Reno,NV,"$1,237,004"
320156,Sparks,NV,"$157,238"
329001,Churchill County,NV,"$36,960"
329003,Clark County,NV,"$4,303,835"
329005,Douglas County,NV,"$54,073"
329007,Elko County,NV,"$78,002"
329009,Esmeralda County,NV,"$5,012"
329011,Eureka County,NV,"$6,146"
329013,Humboldt County,NV,"$28,616"
329015,Lander County,NV,"$7,950"
329017,Lincoln County,NV,"$20,275"
329019,Lyon County,NV,"$76,048"
329021,Mineral County,NV,"$10,783"
329023,Nye County,NV,"$77,866"
329027,Pershing County,NV,"$15,514"
329029,Storey County,NV,"$6,274"
329031,Washoe County,NV,"$107,969"
329033,White Pine County,NV,"$62,407"
330378,Dover,NH,"$70,713"
330930,Manchester,NH,"$1,117,198"
331026,Nashua,NH,"$139,805"
331254,Portsmouth,NH,"$126,292"
331284,Rochester,NH,"$59,490"
339001,Belknap County,NH,"$133,963"
339003,Carroll County,NH,"$119,376"
339005,Cheshire County,NH,"$190,594"
339007,Coos County,NH,"$109,414"
339009,Grafton County,NH,"$217,694"
339011,Hillsborough County,NH,"$290,173"
339013,Merrimack County,NH,"$301,837"
339015,Rockingham County,NH,"$393,180"
339017,Strafford County,NH,"$142,056"
339019,Sullivan County,NH,"$111,308"
340072,Asbury Park,NJ,"$105,466"
340078,Atlantic City,NJ,"$278,104"
340138,Bayonne,NJ,"$967,878"
340246,Bloomfield,NJ,"$201,043"
340318,Brick Township,NJ,"$64,457"
340324,Bridgeton,NJ,"$71,771"
340414,Camden,NJ,"$1,496,240"
340474,Cherry Hill,NJ,"$100,993"
340540,Clifton,NJ,"$256,079"
340672,Toms River Township,NJ,"$86,957"
340732,East Orange,NJ,"$329,680"
340780,Edison,NJ,"$131,497"
340798,Elizabeth,NJ,"$1,531,020"
340870,Ewing Township,NJ,"$48,371"
341008,Franklin Township,NJ,"$63,266"
341110,Gloucester Twp,NJ,"$64,256"
341206,Hamilton,NJ,"$134,906"
341416,Howell Township,NJ,"$44,204"
341434,Irvington,NJ,"$231,807"
341446,Jackson Township,NJ,"$45,447"
341464,Jersey City,NJ,"$3,564,767"
341566,Lakewood Township,NJ,"$280,726"
341716,Long Branch,NJ,"$101,278"
341974,Middletown,NJ,"$51,838"
342016,Millville,NJ,"$58,805"
342190,Newark,NJ,"$4,421,981"
342196,New Brunswick,NJ,"$189,959"
342250,North Bergen Township,NJ,"$134,942"
342340,Ocean City,NJ,"$74,215"
342378,Old Bridge Township,NJ,"$59,036"
342448,Parsippany-Troyhills Twp,NJ,"$56,533"
342454,Passaic,NJ,"$1,084,536"
342466,Paterson,NJ,"$1,555,919"
342532,Perth Amboy,NJ,"$134,915"
342886,Sayreville,NJ,"$44,424"
343216,Trenton,NJ,"$1,656,465"
343234,Union City,NJ,"$247,082"
343252,Union Township,NJ,"$113,553"
343330,Vineland,NJ,"$104,895"
343402,Washington Township,NJ,"$36,798"
343438,Wayne Township,NJ,"$39,345"
343624,Woodbridge,NJ,"$136,180"
349001,Atlantic County,NJ,"$261,043"
349003,Bergen County,NJ,"$5,554,142"
349005,Burlington County,NJ,"$314,554"
349007,Camden County,NJ,"$1,432,196"
349009,Cape May County,NJ,"$242,667"
349011,Cumberland County,NJ,"$94,733"
349013,Essex County,NJ,"$3,100,029"
349015,Gloucester County,NJ,"$262,180"
349017,Hudson County,NJ,"$1,951,178"
349019,Hunterdon County,NJ,"$196,783"
349021,Mercer County,NJ,"$293,657"
349023,Middlesex County,NJ,"$1,070,882"
349025,Monmouth County,NJ,"$1,550,400"
349027,Morris County,NJ,"$1,148,602"
349029,Ocean County,NJ,"$702,673"
349031,Passaic County,NJ,"$203,050"
349033,Salem County,NJ,"$171,678"
349035,Somerset County,NJ,"$223,689"
349037,Sussex County,NJ,"$231,008"
349039,Union County,NJ,"$2,763,491"
349041,Warren County,NJ,"$254,463"
350012,Albuquerque,NM,"$2,637,264"
350204,Farmington,NM,"$92,636"
350336,Las Cruces,NM,"$190,139"
350479,Rio Rancho,NM,"$105,252"
350534,Santa Fe,NM,"$131,027"
359001,Bernalillo County,NM,"$147,619"
359003,Catron County,NM,"$12,759"
359005,Chaves County,NM,"$106,703"
359006,Cibola County,NM,"$46,530"
359007,Colfax County,NM,"$49,738"
359009,Curry County,NM,"$71,607"
359011,De Baca County,NM,"$8,623"
359013,Doña Ana County,NM,"$224,024"
359015,Eddy County,NM,"$66,907"
359017,Grant County,NM,"$60,733"
359019,Guadalupe County,NM,"$19,732"
359021,Harding County,NM,"$6,343"
359023,Hidalgo County,NM,"$8,244"
359025,Lea County,NM,"$100,606"
359027,Lincoln County,NM,"$47,501"
359028,Los Alamos County,NM,"$11,908"
359029,Luna County,NM,"$46,978"
359031,Mckinley County,NM,"$164,525"
359033,Mora County,NM,"$22,944"
359035,Otero County,NM,"$94,954"
359037,Quay County,NM,"$23,532"
359039,Rio Arriba County,NM,"$93,138"
359041,Roosevelt County,NM,"$35,182"
359043,Sandoval County,NM,"$75,520"
359045,San Juan County,NM,"$165,868"
359047,San Miguel County,NM,"$91,931"
359049,Santa Fe County,NM,"$96,073"
359051,Sierra County,NM,"$28,515"
359053,Socorro County,NM,"$39,191"
359055,Taos County,NM,"$104,323"
359057,Torrance County,NM,"$36,918"
359059,Union County,NM,"$16,008"
359061,Valencia County,NM,"$119,088"
360040,Albany,NY,"$2,121,678"
360152,Amherst Town,NY,"$123,086"
360300,Auburn,NY,"$210,497"
360352,Babylon Town,NY,"$222,103"
360556,Binghamton,NY,"$1,195,794"
360784,Buffalo,NY,"$8,752,656"
361152,Cheektowaga Town,NY,"$234,922"
361256,Clay Town,NY,"$46,482"
361380,Colonie Town,NY,"$80,776"
361756,Dunkirk,NY,"$117,669"
362000,Elmira,NY,"$268,622"
362480,Glen Falls,NY,"$111,898"
362572,Greece,NY,"$108,199"
362688,Hamburg Town,NY,"$93,082"
363088,Huntington Town,NY,"$187,006"
363140,Irondequoit,NY,"$203,005"
363160,Islip Town,NY,"$1,062,596"
363168,Ithaca,NY,"$168,148"
363180,Jamestown,NY,"$262,503"
363300,Kingston,NY,"$172,264"
364004,Middletown,NY,"$128,540"
364212,Mount Vernon,NY,"$891,110"
364320,Newburgh,NY,"$195,937"
364408,New Rochelle,NY,"$343,408"
364436,New York,NY,"$102,700,493"
364448,Niagara Falls,NY,"$1,505,576"
365312,Poughkeepsie,NY,"$210,535"
365544,Rochester,NY,"$5,360,574"
365572,Rome,NY,"$229,951"
365800,Saratoga Springs,NY,"$85,398"
365848,Schenectady,NY,"$1,409,173"
366376,Syracuse,NY,"$3,215,621"
366468,Tonawanda Town,NY,"$1,021,793"
366500,Troy,NY,"$1,126,377"
366588,Union Town,NY,"$272,319"
366612,Utica,NY,"$1,491,468"
366848,Watertown City,NY,"$198,176"
367024,West Seneca,NY,"$66,648"
367096,White Plains,NY,"$201,595"
367260,Yonkers,NY,"$2,119,869"
369001,Albany County,NY,"$291,828"
369003,Allegany County,NY,"$172,255"
369007,Broome County,NY,"$226,575"
369009,Cattaraugus County,NY,"$292,170"
369011,Cayuga County,NY,"$147,520"
369013,Chautauqua County,NY,"$308,111"
369015,Chemung County,NY,"$152,372"
369017,Chenango County,NY,"$196,689"
369019,Clinton County,NY,"$260,595"
369021,Columbia County,NY,"$186,671"
369023,Cortland County,NY,"$175,191"
369025,Delaware County,NY,"$188,092"
369027,Dutchess County,NY,"$340,266"
369029,Erie County,NY,"$1,624,649"
369031,Essex County,NY,"$151,000"
369033,Franklin County,NY,"$196,307"
369035,Fulton County,NY,"$208,712"
369037,Genesee County,NY,"$192,404"
369039,Greene County,NY,"$156,969"
369041,Hamilton County,NY,"$26,675"
369043,Herkimer County,NY,"$237,381"
369045,Jefferson County,NY,"$299,391"
369049,Lewis County,NY,"$97,971"
369051,Livingston County,NY,"$176,609"
369053,Madison County,NY,"$196,432"
369055,Monroe County,NY,"$1,113,278"
369057,Montgomery County,NY,"$192,931"
369059,Nassau County,NY,"$8,627,894"
369063,Niagara County,NY,"$416,348"
369065,Oneida County,NY,"$326,960"
369067,Onondaga County,NY,"$1,159,086"
369069,Ontario County,NY,"$282,673"
369071,Orange County,NY,"$361,214"
369073,Orleans County,NY,"$146,759"
369075,Oswego County,NY,"$406,974"
369077,Otsego County,NY,"$231,761"
369079,Putnam County,NY,"$194,624"
369083,Rensselaer County,NY,"$232,445"
369087,Rockland County,NY,"$1,379,219"
369089,St. Lawrence County,NY,"$385,696"
369091,Saratoga County,NY,"$373,376"
369093,Schenectady County,NY,"$152,330"
369095,Schoharie County,NY,"$97,588"
369097,Schuyler County,NY,"$54,256"
369099,Seneca County,NY,"$106,596"
369101,Steuben County,NY,"$345,366"
369103,Suffolk County,NY,"$1,985,804"
369105,Sullivan County,NY,"$320,518"
369107,Tioga County,NY,"$132,336"
369109,Tompkins County,NY,"$203,277"
369111,Ulster County,NY,"$444,861"
369113,Warren County,NY,"$123,899"
369115,Washington County,NY,"$194,279"
369117,Wayne County,NY,"$292,128"
369119,Westchester County,NY,"$2,779,824"
369121,Wyoming County,NY,"$133,446"
369123,Yates County,NY,"$91,453"
370108,Asheville,NC,"$237,955"
370432,Burlington,NC,"$102,699"
370504,Cary,NC,"$125,547"
370552,Chapel Hill,NC,"$100,437"
370558,Charlotte,NC,"$3,355,517"
370660,Concord,NC,"$119,832"
370828,Durham,NC,"$1,208,579"
371002,Fayetteville,NC,"$327,636"
371092,Gastonia,NC,"$175,830"
371158,Goldsboro,NC,"$81,057"
371188,Greensboro,NC,"$1,337,425"
371194,Greenville,NC,"$209,120"
371338,Hickory,NC,"$77,240"
371356,High Point,NC,"$201,592"
371452,Jacksonville,NC,"$91,037"
371494,Kannapolis,NC,"$81,008"
371644,Lenoir,NC,"$38,582"
371944,Morganton,NC,"$38,204"
372028,New Bern City,NC,"$65,557"
372304,Raleigh,NC,"$1,811,180"
372406,Rocky Mount,NC,"$115,634"
372508,Salisbury,NC,"$68,886"
373144,Wilmington,NC,"$224,404"
373180,Winston-Salem,NC,"$1,318,761"
379001,Alamance County,NC,"$174,873"
379003,Alexander County,NC,"$69,443"
379005,Alleghany County,NC,"$27,447"
379007,Anson County,NC,"$73,521"
379009,Ashe County,NC,"$64,588"
379011,Avery County,NC,"$44,762"
379013,Beaufort County,NC,"$106,080"
379015,Bertie County,NC,"$59,649"
379017,Bladen County,NC,"$77,923"
379019,Brunswick County,NC,"$173,033"
379021,Buncombe County,NC,"$251,950"
379023,Burke County,NC,"$134,078"
379025,Cabarrus County,NC,"$84,461"
379027,Caldwell County,NC,"$104,325"
379029,Camden County,NC,"$16,216"
379031,Carteret County,NC,"$105,102"
379033,Caswell County,NC,"$60,070"
379035,Catawba County,NC,"$180,552"
379037,Chatham County,NC,"$96,741"
379039,Cherokee County,NC,"$49,480"
379041,Chowan County,NC,"$45,443"
379043,Clay County,NC,"$18,445"
379045,Cleveland County,NC,"$193,636"
379047,Columbus County,NC,"$115,686"
379049,Craven County,NC,"$106,987"
379051,Cumberland County,NC,"$198,061"
379053,Currituck County,NC,"$28,399"
379055,Dare County,NC,"$53,944"
379057,Davidson County,NC,"$273,564"
379059,Davie County,NC,"$81,799"
379061,Duplin County,NC,"$141,421"
379063,Durham County,NC,"$43,579"
379065,Edgecombe County,NC,"$96,974"
379067,Forsyth County,NC,"$141,070"
379069,Franklin County,NC,"$112,582"
379071,Gaston County,NC,"$231,900"
379073,Gates County,NC,"$25,957"
379075,Graham County,NC,"$16,540"
379077,Granville County,NC,"$82,748"
379079,Greene County,NC,"$43,632"
379081,Guilford County,NC,"$139,306"
379083,Halifax County,NC,"$155,428"
379085,Harnett County,NC,"$202,089"
379087,Haywood County,NC,"$145,715"
379089,Henderson County,NC,"$179,740"
379091,Hertford County,NC,"$65,535"
379093,Hoke County,NC,"$104,650"
379095,Hyde County,NC,"$27,668"
379097,Iredell County,NC,"$241,573"
379099,Jackson County,NC,"$96,104"
379101,Johnston County,NC,"$291,783"
379103,Jones County,NC,"$23,037"
379105,Lee County,NC,"$125,144"
379107,Lenoir County,NC,"$135,659"
379109,Lincoln County,NC,"$126,411"
379111,Mcdowell County,NC,"$101,973"
379113,Macon County,NC,"$72,598"
379115,Madison County,NC,"$65,814"
379117,Martin County,NC,"$63,385"
379119,Mecklenburg County,NC,"$167,879"
379121,Mitchell County,NC,"$40,289"
379123,Montgomery County,NC,"$72,322"
379125,Moore County,NC,"$147,239"
379127,Nash County,NC,"$103,532"
379129,New Hanover County,NC,"$111,884"
379131,Northampton County,NC,"$62,480"
379133,Onslow County,NC,"$165,942"
379135,Orange County,NC,"$138,878"
379137,Pamlico County,NC,"$27,830"
379139,Pasquotank County,NC,"$89,333"
379141,Pender County,NC,"$88,822"
379143,Perquimans County,NC,"$32,510"
379145,Person County,NC,"$71,755"
379147,Pitt County,NC,"$152,717"
379149,Polk County,NC,"$47,798"
379151,Randolph County,NC,"$290,059"
379153,Richmond County,NC,"$111,420"
379155,Robeson County,NC,"$406,543"
379157,Rockingham County,NC,"$223,929"
379159,Rowan County,NC,"$187,234"
379161,Rutherford County,NC,"$153,984"
379163,Sampson County,NC,"$137,114"
379165,Scotland County,NC,"$98,412"
379167,Stanly County,NC,"$136,436"
379169,Stokes County,NC,"$87,822"
379171,Surry County,NC,"$156,797"
379173,Swain County,NC,"$29,474"
379175,Transylvania County,NC,"$52,803"
379177,Tyrrell County,NC,"$14,335"
379179,Union County,NC,"$272,770"
379181,Vance County,NC,"$124,268"
379183,Wake County,NC,"$1,018,878"
379185,Warren County,NC,"$57,568"
379187,Washington County,NC,"$47,422"
379189,Watauga County,NC,"$103,820"
379191,Wayne County,NC,"$168,293"
379193,Wilkes County,NC,"$148,522"
379195,Wilson County,NC,"$174,192"
379197,Yadkin County,NC,"$75,665"
379199,Yancey County,NC,"$46,583"
380228,Bismarck,ND,"$75,801"
380636,Fargo,ND,"$169,768"
380816,Grand Forks,ND,"$88,761"
389001,Adams County,ND,"$5,742"
389003,Barnes County,ND,"$25,085"
389005,Benson County,ND,"$34,967"
389007,Billings County,ND,"$1,532"
389009,Bottineau County,ND,"$15,781"
389011,Bowman County,ND,"$5,261"
389013,Burke County,ND,"$5,386"
389015,Burleigh County,ND,"$24,043"
389017,Cass County,ND,"$53,666"
389019,Cavalier County,ND,"$8,147"
389021,Dickey County,ND,"$10,883"
389023,Divide County,ND,"$5,456"
389025,Dunn County,ND,"$6,418"
389027,Eddy County,ND,"$7,665"
389029,Emmons County,ND,"$8,892"
389031,Foster County,ND,"$6,801"
389033,Golden Valley County,ND,"$4,834"
389035,Grand Forks County,ND,"$19,576"
389037,Grant County,ND,"$6,156"
389039,Griggs County,ND,"$7,484"
389041,Hettinger County,ND,"$6,034"
389043,Kidder County,ND,"$5,779"
389045,Lamoure County,ND,"$10,013"
389047,Logan County,ND,"$4,208"
389049,Mchenry County,ND,"$15,516"
389051,Mcintosh County,ND,"$8,800"
389053,Mckenzie County,ND,"$16,658"
389055,Mclean County,ND,"$14,686"
389057,Mercer County,ND,"$11,933"
389059,Morton County,ND,"$40,974"
389061,Mountrail County,ND,"$20,881"
389063,Nelson County,ND,"$9,189"
389065,Oliver County,ND,"$3,718"
389067,Pembina County,ND,"$13,956"
389069,Pierce County,ND,"$9,577"
389071,Ramsey County,ND,"$23,433"
389073,Ransom County,ND,"$10,720"
389075,Renville County,ND,"$5,171"
389077,Richland County,ND,"$29,771"
389079,Rolette County,ND,"$72,347"
389081,Sargent County,ND,"$8,113"
389083,Sheridan County,ND,"$4,075"
389085,Sioux County,ND,"$26,797"
389087,Slope County,ND,"$2,495"
389089,Stark County,ND,"$38,491"
389091,Steele County,ND,"$5,032"
389093,Stutsman County,ND,"$39,354"
389095,Towner County,ND,"$6,283"
389097,Traill County,ND,"$16,257"
389099,Walsh County,ND,"$21,961"
389101,Ward County,ND,"$102,301"
389103,Wells County,ND,"$10,474"
389105,Williams County,ND,"$31,882"
390042,Akron,OH,"$3,822,605"
390066,Alliance,OH,"$140,208"
390294,Barberton,OH,"$152,944"
390600,Bowling Green,OH,"$61,600"
390858,Canton,OH,"$1,622,506"
391062,Cincinnati,OH,"$7,444,618"
391104,Cleveland,OH,"$13,453,217"
391110,Cleveland Heights,OH,"$367,557"
391176,Columbus,OH,"$4,497,717"
391320,Cuyahoga Falls,OH,"$150,506"
391362,Dayton,OH,"$3,449,966"
391500,East Cleveland,OH,"$249,332"
391602,Elyria,OH,"$156,525"
391626,Euclid,OH,"$226,684"
391638,Fairborn,OH,"$63,208"
392118,Hamilton City,OH,"$318,759"
392508,Kent,OH,"$66,902"
392526,Kettering,OH,"$118,868"
392628,Lakewood,OH,"$1,237,838"
392634,Lancaster,OH,"$115,954"
392730,Lima,OH,"$244,538"
392820,Lorain,OH,"$293,217"
393012,Mansfield,OH,"$196,077"
393054,Marietta,OH,"$84,364"
393114,Massillon,OH,"$152,266"
393168,Mentor,OH,"$41,037"
393222,Middletown,OH,"$169,850"
393558,Newark,OH,"$181,368"
394098,Parma,OH,"$206,329"
394680,Sandusky,OH,"$174,850"
394998,Springfield,OH,"$1,074,352"
395016,Steubenville,OH,"$146,466"
395214,Toledo,OH,"$4,637,112"
395454,Warren,OH,"$273,745"
395874,Youngstown,OH,"$2,213,641"
399001,Adams County,OH,"$86,984"
399003,Allen County,OH,"$111,078"
399005,Ashland County,OH,"$118,661"
399007,Ashtabula County,OH,"$279,582"
399009,Athens County,OH,"$197,522"
399011,Auglaize County,OH,"$92,627"
399013,Belmont County,OH,"$188,428"
399015,Brown County,OH,"$86,205"
399017,Butler County,OH,"$283,013"
399019,Carroll County,OH,"$72,055"
399021,Champaign County,OH,"$93,509"
399023,Clark County,OH,"$132,303"
399025,Clermont County,OH,"$332,732"
399027,Clinton County,OH,"$99,748"
399029,Columbiana County,OH,"$264,093"
399031,Coshocton County,OH,"$99,507"
399033,Crawford County,OH,"$127,174"
399035,Cuyahoga County,OH,"$2,251,506"
399037,Darke County,OH,"$133,340"
399039,Defiance County,OH,"$86,453"
399041,Delaware County,OH,"$186,823"
399043,Erie County,OH,"$83,634"
399045,Fairfield County,OH,"$145,915"
399047,Fayette County,OH,"$67,344"
399049,Franklin County,OH,"$1,243,037"
399051,Fulton County,OH,"$90,653"
399053,Gallia County,OH,"$81,506"
399055,Geauga County,OH,"$152,952"
399057,Greene County,OH,"$186,110"
399059,Guernsey County,OH,"$107,725"
399061,Hamilton County,OH,"$1,948,182"
399063,Hancock County,OH,"$166,004"
399065,Hardin County,OH,"$85,350"
399067,Harrison County,OH,"$50,175"
399069,Henry County,OH,"$71,716"
399071,Highland County,OH,"$114,400"
399073,Hocking County,OH,"$69,821"
399075,Holmes County,OH,"$124,955"
399077,Huron County,OH,"$144,387"
399079,Jackson County,OH,"$107,755"
399081,Jefferson County,OH,"$111,906"
399083,Knox County,OH,"$126,625"
399085,Lake County,OH,"$314,911"
399087,Lawrence County,OH,"$169,123"
399089,Licking County,OH,"$209,229"
399091,Logan County,OH,"$108,706"
399093,Lorain County,OH,"$232,329"
399095,Lucas County,OH,"$211,913"
399097,Madison County,OH,"$72,815"
399099,Mahoning County,OH,"$264,913"
399101,Marion County,OH,"$175,719"
399103,Medina County,OH,"$238,027"
399105,Meigs County,OH,"$62,073"
399107,Mercer County,OH,"$70,230"
399109,Miami County,OH,"$203,069"
399111,Monroe County,OH,"$43,069"
399113,Montgomery County,OH,"$1,127,772"
399115,Morgan County,OH,"$41,320"
399117,Morrow County,OH,"$65,771"
399119,Muskingum County,OH,"$221,931"
399121,Noble County,OH,"$34,579"
399123,Ottawa County,OH,"$96,121"
399125,Paulding County,OH,"$41,135"
399127,Perry County,OH,"$103,503"
399129,Pickaway County,OH,"$108,686"
399131,Pike County,OH,"$78,450"
399133,Portage County,OH,"$201,021"
399135,Preble County,OH,"$90,250"
399137,Putnam County,OH,"$64,909"
399139,Richland County,OH,"$130,145"
399141,Ross County,OH,"$184,116"
399143,Sandusky County,OH,"$154,367"
399145,Scioto County,OH,"$200,569"
399147,Seneca County,OH,"$156,749"
399149,Shelby County,OH,"$104,017"
399151,Stark County,OH,"$280,971"
399153,Summit County,OH,"$232,346"
399155,Trumbull County,OH,"$328,092"
399157,Tuscarawas County,OH,"$226,719"
399159,Union County,OH,"$72,086"
399161,Van Wert County,OH,"$75,104"
399163,Vinton County,OH,"$44,891"
399165,Warren County,OH,"$182,719"
399167,Washington County,OH,"$89,522"
399169,Wayne County,OH,"$249,955"
399171,Williams County,OH,"$87,420"
399173,Wood County,OH,"$168,072"
399175,Wyandot County,OH,"$53,820"
400918,Edmond,OK,"$94,532"
400966,Enid,OK,"$107,232"
401734,Lawton,OK,"$165,033"
402016,Midwest City,OK,"$91,058"
402046,Moore City,OK,"$73,932"
402190,Norman,OK,"$179,710"
402268,Oklahoma City,OK,"$2,942,365"
402718,Shawnee,OK,"$71,980"
403036,Tulsa,OK,"$2,167,461"
409001,Adair County,OK,"$43,186"
409003,Alfalfa County,OK,"$18,591"
409005,Atoka County,OK,"$21,804"
409007,Beaver County,OK,"$12,530"
409009,Beckham County,OK,"$40,320"
409011,Blaine County,OK,"$19,823"
409013,Bryan County,OK,"$71,368"
409015,Caddo County,OK,"$55,138"
409017,Canadian County,OK,"$74,954"
409019,Carter County,OK,"$62,377"
409021,Cherokee County,OK,"$88,460"
409023,Choctaw County,OK,"$28,552"
409025,Cimarron County,OK,"$6,480"
409027,Cleveland County,OK,"$39,252"
409029,Coal County,OK,"$11,756"
409031,Comanche County,OK,"$39,116"
409033,Cotton County,OK,"$11,436"
409035,Craig County,OK,"$29,004"
409037,Creek County,OK,"$91,961"
409039,Custer County,OK,"$45,143"
409041,Delaware County,OK,"$81,308"
409043,Dewey County,OK,"$13,169"
409045,Ellis County,OK,"$12,948"
409047,Garfield County,OK,"$20,555"
409049,Garvin County,OK,"$34,299"
409051,Grady County,OK,"$73,366"
409053,Grant County,OK,"$13,869"
409055,Greer County,OK,"$12,829"
